File Name,Bitrate (kbps),Quality Category,Size (MB),Artist,Title,Album
532. George Baker Selection - Santa Lucia By Night.mp3,325,High Bitrate (256-400 kbps),9.86,Unknown,Unknown,Unknown
104. Bad Boys Blue - I Wanna Hear Your Heartbeat.mp3,325,High Bitrate (256-400 kbps),9.40,Unknown,Unknown,Unknown
1275. The J. Geils Band - Centerfold.mp3,325,High Bitrate (256-400 kbps),8.39,Unknown,Unknown,Unknown
460. Falco - Der Kommissar.mp3,325,High Bitrate (256-400 kbps),8.77,Unknown,Unknown,Unknown
567. Heaven 17 - Temptation.mp3,325,High Bitrate (256-400 kbps),10.85,Unknown,Unknown,Unknown
304. Curiosity Killed The Cat - Misfit.mp3,325,High Bitrate (256-400 kbps),9.32,Unknown,Unknown,Unknown
060. Marillion - Kayleigh (2017 Remaster).mp3,325,High Bitrate (256-400 kbps),9.42,Unknown,Unknown,Unknown
1078. Roxette - The Look.mp3,325,High Bitrate (256-400 kbps),9.20,Unknown,Unknown,Unknown
72. Art Attack - Mandolay.mp3,325,High Bitrate (256-400 kbps),8.73,Unknown,Unknown,Unknown
824. Mel & Kim - F.L.M..mp3,325,High Bitrate (256-400 kbps),9.09,Unknown,Unknown,Unknown
1297. Thomas Dolby - Hyperactive.mp3,325,High Bitrate (256-400 kbps),9.82,Unknown,Unknown,Unknown
187. Boy George - Everything I Own.mp3,325,High Bitrate (256-400 kbps),9.21,Unknown,Unknown,Unknown
51. Andrea - Macho Man.mp3,325,High Bitrate (256-400 kbps),12.24,Unknown,Unknown,Unknown
428. Eighth Wonder - I'm Not Scared.mp3,325,High Bitrate (256-400 kbps),10.29,Unknown,Unknown,Unknown
390. Dr. Alban - Groove Machine 5.mp3,325,High Bitrate (256-400 kbps),11.17,Unknown,Unknown,Unknown
80 - Pat Benatar - Love Is A Battlefield.mp3,325,High Bitrate (256-400 kbps),12.55,Unknown,Unknown,Unknown
203. Broken English - Comin' On Strong.mp3,325,High Bitrate (256-400 kbps),9.04,Unknown,Unknown,Unknown
741. Le Gere - Crashin' Down.mp3,325,High Bitrate (256-400 kbps),11.28,Unknown,Unknown,Unknown
546. Glen Medeiros - Nothing's Gonna Change My Love For You.mp3,325,High Bitrate (256-400 kbps),8.88,Unknown,Unknown,Unknown
027. Guillermo Marchena - Signs Of Time.mp3,325,High Bitrate (256-400 kbps),8.31,Unknown,Unknown,Unknown
185. Boris Gardiner - I Want To Wake Up With You.mp3,325,High Bitrate (256-400 kbps),9.37,Unknown,Unknown,Unknown
708. Kiss - I Was Made For Lovin'g You.mp3,325,High Bitrate (256-400 kbps),10.50,Unknown,Unknown,Unknown
622. Jermaine Stewart - We Don't Have To Take Our Clothes Off.mp3,325,High Bitrate (256-400 kbps),9.58,Unknown,Unknown,Unknown
302. Culture Club - Victims.mp3,325,High Bitrate (256-400 kbps),11.40,Unknown,Unknown,Unknown
015. Cherry Laine - Mamy Blue.mp3,325,High Bitrate (256-400 kbps),8.20,Unknown,Unknown,Unknown
995. Pointer Sisters - Jump (For My Love).mp3,325,High Bitrate (256-400 kbps),10.08,Unknown,Unknown,Unknown
1265. The Emotions - I Should Be Dancing.mp3,325,High Bitrate (256-400 kbps),9.90,Unknown,Unknown,Unknown
040. Corona - The Rhythm Of The Night .mp3,325,High Bitrate (256-400 kbps),10.19,Unknown,Unknown,Unknown
559. Gregory Abbot - Shake You Down.mp3,325,High Bitrate (256-400 kbps),9.47,Unknown,Unknown,Unknown
607. Jacksons - State Of Shock.mp3,325,High Bitrate (256-400 kbps),10.56,Unknown,Unknown,Unknown
677. Kate Bush - Running Up That Hill.mp3,325,High Bitrate (256-400 kbps),11.60,Unknown,Unknown,Unknown
1316. Tony Esposito - Papa Chico.mp3,325,High Bitrate (256-400 kbps),9.36,Unknown,Unknown,Unknown
988. Pia Zadora - Let's Dance Tonight.mp3,325,High Bitrate (256-400 kbps),9.68,Unknown,Unknown,Unknown
405. Dschinghis Khan - Samurai.mp3,325,High Bitrate (256-400 kbps),11.35,Unknown,Unknown,Unknown
119. Samantha Giles - Stop.mp3,325,High Bitrate (256-400 kbps),9.05,Unknown,Unknown,Unknown
095. Cliff Richard - Devil Woman.mp3,325,High Bitrate (256-400 kbps),8.31,Unknown,Unknown,Unknown
350. Den Harrow - Bad Boy.mp3,325,High Bitrate (256-400 kbps),9.62,Unknown,Unknown,Unknown
117. Madonna - La Isla Bonita.mp3,325,High Bitrate (256-400 kbps),9.16,Unknown,Unknown,Unknown
1315. Tony Esposito - Kalimba De Luna.mp3,325,High Bitrate (256-400 kbps),11.59,Unknown,Unknown,Unknown
980. Peter Brown - They Only Come Out At Night.mp3,325,High Bitrate (256-400 kbps),9.81,Unknown,Unknown,Unknown
1054. Robin Gibb - Juliet.mp3,325,High Bitrate (256-400 kbps),8.62,Unknown,Unknown,Unknown
1222. Surface - Happy.mp3,325,High Bitrate (256-400 kbps),9.11,Unknown,Unknown,Unknown
404. Dschinghis Khan - Rocking Son Of Dschinghis Khan.mp3,325,High Bitrate (256-400 kbps),9.96,Unknown,Unknown,Unknown
573. Hot Chocolate - No Doubt About It.mp3,325,High Bitrate (256-400 kbps),10.41,Unknown,Unknown,Unknown
1120. Saragossa Band - Zabadak.mp3,325,High Bitrate (256-400 kbps),9.27,Unknown,Unknown,Unknown
678. Katrina & The Waves - Walking On Sunshine.mp3,325,High Bitrate (256-400 kbps),9.20,Unknown,Unknown,Unknown
022. Duran Duran - Hungry Like The Wolf (2009 Remaster).mp3,325,High Bitrate (256-400 kbps),8.55,Unknown,Unknown,Unknown
298. Culture Club - Do You Really Want To Hurt Me.mp3,325,High Bitrate (256-400 kbps),10.27,Unknown,Unknown,Unknown
394. Dr. Alban - One Love.mp3,325,High Bitrate (256-400 kbps),9.85,Unknown,Unknown,Unknown
047. Randy Crawford - You Might Need Somebody.mp3,325,High Bitrate (256-400 kbps),9.85,Unknown,Unknown,Unknown
"510. Full Force - Alice, I Want You Just For Me.mp3",325,High Bitrate (256-400 kbps),8.74,Unknown,Unknown,Unknown
578. Huey Lewis And The News - Heart And Soul.mp3,325,High Bitrate (256-400 kbps),9.63,Unknown,Unknown,Unknown
329. David Lee Roth - Just A Gigoloi Ain't Got Nobody.mp3,325,High Bitrate (256-400 kbps),10.91,Unknown,Unknown,Unknown
505. Fred Ventura - Leave Me Alone.mp3,325,High Bitrate (256-400 kbps),11.63,Unknown,Unknown,Unknown
1217. Steve Winwood - Higher Love.mp3,325,High Bitrate (256-400 kbps),11.63,Unknown,Unknown,Unknown
413. Duran Duran - Wild Boys.mp3,325,High Bitrate (256-400 kbps),10.08,Unknown,Unknown,Unknown
017. Simply Red - If You Don’t Know Me By Now.mp3,325,High Bitrate (256-400 kbps),7.99,Unknown,Unknown,Unknown
860. Milva - Sono Nata Il Zi A Primavera.mp3,325,High Bitrate (256-400 kbps),8.82,Unknown,Unknown,Unknown
1309. Titanic - Sultana.mp3,325,High Bitrate (256-400 kbps),9.82,Unknown,Unknown,Unknown
193. Boytronic - You.mp3,325,High Bitrate (256-400 kbps),10.02,Unknown,Unknown,Unknown
094. Stevie Nicks - Stop Draggin’ My Heart Around (2016 Remaster) [feat. Tom Petty And The Heartbreakers].mp3,325,High Bitrate (256-400 kbps),9.45,Unknown,Unknown,Unknown
50. Amazulu - Mony Mony.mp3,325,High Bitrate (256-400 kbps),9.47,Unknown,Unknown,Unknown
876. Modern Talking - Jet Airlainer.mp3,325,High Bitrate (256-400 kbps),9.94,Unknown,Unknown,Unknown
1117. Saragossa Band - Big Bamboo.mp3,325,High Bitrate (256-400 kbps),9.01,Unknown,Unknown,Unknown
701. Kim Wilde - Kids In America.mp3,325,High Bitrate (256-400 kbps),8.12,Unknown,Unknown,Unknown
795. Man 2 Man feat. Man Parrish & Paul Zone - I Need A Man.mp3,325,High Bitrate (256-400 kbps),10.35,Unknown,Unknown,Unknown
973. People Like Us - Fighting For Our Lives.mp3,325,High Bitrate (256-400 kbps),11.74,Unknown,Unknown,Unknown
1110. Sandra - In The Heat Of The Night.mp3,325,High Bitrate (256-400 kbps),11.52,Unknown,Unknown,Unknown
038. The Proclaimers - I’m Gonna Be (500 Miles).mp3,325,High Bitrate (256-400 kbps),8.50,Unknown,Unknown,Unknown
076. John Parr - St. Elmo’s Fire (Man In Motion).mp3,325,High Bitrate (256-400 kbps),9.74,Unknown,Unknown,Unknown
1213. Stephanie - Flash.mp3,325,High Bitrate (256-400 kbps),9.25,Unknown,Unknown,Unknown
393. Dr. Alban - Om We  Rembwe Ike.mp3,325,High Bitrate (256-400 kbps),11.24,Unknown,Unknown,Unknown
1014. Radiorama - Aliens.mp3,325,High Bitrate (256-400 kbps),10.20,Unknown,Unknown,Unknown
11 - The Cure - Friday I'm In Love (Strangelove Mix).mp3,325,High Bitrate (256-400 kbps),12.77,Unknown,Unknown,Unknown
451. F.R. David - Taxi.mp3,325,High Bitrate (256-400 kbps),8.81,Unknown,Unknown,Unknown
977. Pepsi & Shirlie - Heartache.mp3,325,High Bitrate (256-400 kbps),8.24,Unknown,Unknown,Unknown
1125. Savage - Only You.mp3,325,High Bitrate (256-400 kbps),8.65,Unknown,Unknown,Unknown
1107. Sandra - Free Love.mp3,325,High Bitrate (256-400 kbps),9.93,Unknown,Unknown,Unknown
1152. Shakatak - Easier Said Than Done.mp3,325,High Bitrate (256-400 kbps),8.93,Unknown,Unknown,Unknown
880. Modern Talking - Why Did You Do It Just Tonight.mp3,325,High Bitrate (256-400 kbps),10.37,Unknown,Unknown,Unknown
149. Blanca Wells - Take My Hand.mp3,325,High Bitrate (256-400 kbps),9.98,Unknown,Unknown,Unknown
177. Boney M - Rasputin.mp3,325,High Bitrate (256-400 kbps),8.63,Unknown,Unknown,Unknown
656. Joy - Japanese Girls.mp3,325,High Bitrate (256-400 kbps),11.98,Unknown,Unknown,Unknown
065. The Smiths - There Is A Light That Never Goes Out.mp3,325,High Bitrate (256-400 kbps),9.46,Unknown,Unknown,Unknown
083. Hollywood Beyond - What's The Colour Of Money.mp3,325,High Bitrate (256-400 kbps),8.06,Unknown,Unknown,Unknown
744. Lee Max - Stand Up Tonight.mp3,325,High Bitrate (256-400 kbps),11.02,Unknown,Unknown,Unknown
156. Blue System - Magic Symphony.mp3,325,High Bitrate (256-400 kbps),8.43,Unknown,Unknown,Unknown
013. Culture Club - Karma Chameleon.mp3,325,High Bitrate (256-400 kbps),9.39,Unknown,Unknown,Unknown
305. Curiosity Killed The Cat - Name & Number.mp3,325,High Bitrate (256-400 kbps),9.35,Unknown,Unknown,Unknown
183. Bonnie Tyler - Holding Out For A Hero.mp3,325,High Bitrate (256-400 kbps),11.02,Unknown,Unknown,Unknown
128. Backstreet Boys - Everybody (Backstreet's Back).mp3,325,High Bitrate (256-400 kbps),8.77,Unknown,Unknown,Unknown
1051. Righeira - Vamos A La Playa.mp3,325,High Bitrate (256-400 kbps),8.51,Unknown,Unknown,Unknown
1045. Ricchi e Poveri - Voulez Vous Danser.mp3,325,High Bitrate (256-400 kbps),8.62,Unknown,Unknown,Unknown
358. Depeche Mode - Enjoy The Silence.mp3,325,High Bitrate (256-400 kbps),9.92,Unknown,Unknown,Unknown
089. Adriano Celentano - Susanna.mp3,325,High Bitrate (256-400 kbps),10.97,Unknown,Unknown,Unknown
1208. Stars On 45 - Stars On 45 Medley.mp3,325,High Bitrate (256-400 kbps),11.28,Unknown,Unknown,Unknown
17 - Corey Hart - Sunglasses At Night.mp3,325,High Bitrate (256-400 kbps),12.43,Unknown,Unknown,Unknown
1242. Taffy - I Love My Radio.mp3,325,High Bitrate (256-400 kbps),12.71,Unknown,Unknown,Unknown
1111. Sandra - Johnny Wanna Live.mp3,325,High Bitrate (256-400 kbps),10.29,Unknown,Unknown,Unknown
258. Channel 5 - Isn't It You.mp3,325,High Bitrate (256-400 kbps),10.29,Unknown,Unknown,Unknown
514. Fun Fun - Hit Mix.mp3,325,High Bitrate (256-400 kbps),13.10,Unknown,Unknown,Unknown
957. Patti Labelle - Release.mp3,325,High Bitrate (256-400 kbps),8.51,Unknown,Unknown,Unknown
486. Flame - On The Strength.mp3,325,High Bitrate (256-400 kbps),9.23,Unknown,Unknown,Unknown
1134. Scotch - Disco Band.mp3,325,High Bitrate (256-400 kbps),11.60,Unknown,Unknown,Unknown
784. Luther Vandross - Never Too Much.mp3,325,High Bitrate (256-400 kbps),8.78,Unknown,Unknown,Unknown
1314. Toni Basil - Over My Head.mp3,325,High Bitrate (256-400 kbps),11.67,Unknown,Unknown,Unknown
1377. Wham! - Wake Me Up Befor You Go Go.mp3,325,High Bitrate (256-400 kbps),9.08,Unknown,Unknown,Unknown
392. Dr. Alban - Mata Oh A Eh.mp3,325,High Bitrate (256-400 kbps),10.55,Unknown,Unknown,Unknown
403. Dschinghis Khan - Pistolero.mp3,325,High Bitrate (256-400 kbps),9.97,Unknown,Unknown,Unknown
873. Modern Talking - Geronimo's Cadillac (Long Vocal Version).mp3,325,High Bitrate (256-400 kbps),11.78,Unknown,Unknown,Unknown
085. Twisted Sister - We’re Not Gonna Take It (Single Version).mp3,325,High Bitrate (256-400 kbps),8.42,Unknown,Unknown,Unknown
1290. The Teens - Give Me More.mp3,325,High Bitrate (256-400 kbps),10.13,Unknown,Unknown,Unknown
323. David Austin - Turn To Gold.mp3,325,High Bitrate (256-400 kbps),8.62,Unknown,Unknown,Unknown
325. David Grant & Jaki Graham - Could It Be I'm Falling In Love.mp3,325,High Bitrate (256-400 kbps),9.98,Unknown,Unknown,Unknown
356. Deniece Williams - It's Your Conscience.mp3,325,High Bitrate (256-400 kbps),8.82,Unknown,Unknown,Unknown
24. Al Bano & Romina Power - Sharazan.mp3,325,High Bitrate (256-400 kbps),10.97,Unknown,Unknown,Unknown
272. Chris Norman - Midnight Lady.mp3,325,High Bitrate (256-400 kbps),9.75,Unknown,Unknown,Unknown
018. Jessica Jay - Casablanca.mp3,325,High Bitrate (256-400 kbps),9.51,Unknown,Unknown,Unknown
265. Cheryl Lynn - Got To Be Real.mp3,325,High Bitrate (256-400 kbps),7.92,Unknown,Unknown,Unknown
1236. Systems In Blue - Magic Mystery.mp3,325,High Bitrate (256-400 kbps),9.01,Unknown,Unknown,Unknown
1343. Ultravox - Vienna.mp3,325,High Bitrate (256-400 kbps),10.79,Unknown,Unknown,Unknown
527. Gazebo - Lunatic.mp3,325,High Bitrate (256-400 kbps),9.28,Unknown,Unknown,Unknown
019. C.C. Catch - Soul Survivor.mp3,325,High Bitrate (256-400 kbps),12.02,Unknown,Unknown,Unknown
55. Aneka - Little Lady.mp3,325,High Bitrate (256-400 kbps),9.85,Unknown,Unknown,Unknown
030. Simply Red - Money's Too Tight (2008 Remaster).mp3,325,High Bitrate (256-400 kbps),9.78,Unknown,Unknown,Unknown
669. Kajagoogoo - Big Apple.mp3,325,High Bitrate (256-400 kbps),9.71,Unknown,Unknown,Unknown
646. John Sauli - Miss Liberty.mp3,325,High Bitrate (256-400 kbps),10.74,Unknown,Unknown,Unknown
1273. The Islay Brothers - It's A Disco Night.mp3,325,High Bitrate (256-400 kbps),9.73,Unknown,Unknown,Unknown
43. Alphaville - Sounds Like A Melody.mp3,325,High Bitrate (256-400 kbps),11.01,Unknown,Unknown,Unknown
845. Midge Ure - If I Was.mp3,325,High Bitrate (256-400 kbps),11.05,Unknown,Unknown,Unknown
665. Julie Coulson - Big Time Operator.mp3,325,High Bitrate (256-400 kbps),11.47,Unknown,Unknown,Unknown
111. Michael Jackson - Triller.mp3,325,High Bitrate (256-400 kbps),11.86,Unknown,Unknown,Unknown
577. Huey Lewis & The News - The Power Of Love.mp3,325,High Bitrate (256-400 kbps),10.12,Unknown,Unknown,Unknown
1109. Sandra - I Close My Eyes.mp3,325,High Bitrate (256-400 kbps),9.59,Unknown,Unknown,Unknown
355. Deniece Williams - Free.mp3,325,High Bitrate (256-400 kbps),8.74,Unknown,Unknown,Unknown
1100. Samantha Gilles - Let Me Feel It.mp3,325,High Bitrate (256-400 kbps),9.55,Unknown,Unknown,Unknown
096. No Doubt - Don't Speak.mp3,325,High Bitrate (256-400 kbps),10.35,Unknown,Unknown,Unknown
34. Aleph - Black Out.mp3,325,High Bitrate (256-400 kbps),10.62,Unknown,Unknown,Unknown
966. Paul Lekakis - Boom Boom.mp3,325,High Bitrate (256-400 kbps),9.89,Unknown,Unknown,Unknown
064. Cliff Richard - Some People.mp3,325,High Bitrate (256-400 kbps),8.96,Unknown,Unknown,Unknown
471. Fancy - Lady Of Ice.mp3,325,High Bitrate (256-400 kbps),11.39,Unknown,Unknown,Unknown
819. MC Hammer - U Can't Touch This.mp3,325,High Bitrate (256-400 kbps),9.96,Unknown,Unknown,Unknown
411. Duran Duran - The Reflex.mp3,325,High Bitrate (256-400 kbps),10.26,Unknown,Unknown,Unknown
1225. Suzy Q - Can't Live Without Your Love.mp3,325,High Bitrate (256-400 kbps),11.48,Unknown,Unknown,Unknown
226. C.C. Catch - Midnight Gambler.mp3,325,High Bitrate (256-400 kbps),10.42,Unknown,Unknown,Unknown
970. Paula Abdul - Opposites Attract.mp3,325,High Bitrate (256-400 kbps),10.24,Unknown,Unknown,Unknown
443. Europe - The Final Countdown.mp3,325,High Bitrate (256-400 kbps),12.01,Unknown,Unknown,Unknown
004. Talk Talk - It’s My Life.mp3,325,High Bitrate (256-400 kbps),8.99,Unknown,Unknown,Unknown
604. J. Geils Band - Freeze-frame.mp3,325,High Bitrate (256-400 kbps),9.21,Unknown,Unknown,Unknown
939. Opus - Live Is Life.mp3,325,High Bitrate (256-400 kbps),9.78,Unknown,Unknown,Unknown
1283. The Passadenas - Tribute (Right On).mp3,325,High Bitrate (256-400 kbps),10.11,Unknown,Unknown,Unknown
079. Peabo Bryson - If Ever You’re In My Arms Again.mp3,325,High Bitrate (256-400 kbps),9.89,Unknown,Unknown,Unknown
167. Bolero - Fancy bolero.mp3,325,High Bitrate (256-400 kbps),10.52,Unknown,Unknown,Unknown
421. Eddy Grant - Gimme Hope Jo'anna.mp3,325,High Bitrate (256-400 kbps),9.36,Unknown,Unknown,Unknown
879. Modern Talking - No Face No Name No Number.mp3,325,High Bitrate (256-400 kbps),9.31,Unknown,Unknown,Unknown
509. French Ecstasy - Liz And Jack (Push It).mp3,325,High Bitrate (256-400 kbps),8.74,Unknown,Unknown,Unknown
17. A-Ha - Cry Wolf.mp3,325,High Bitrate (256-400 kbps),9.52,Unknown,Unknown,Unknown
570. Herbie Hancock - Tell Everybody.mp3,325,High Bitrate (256-400 kbps),9.20,Unknown,Unknown,Unknown
043. Neoton Familia - Don Quijote.mp3,325,High Bitrate (256-400 kbps),9.44,Unknown,Unknown,Unknown
400. Dschinghis Khan - Hadschi Halef Omar.mp3,325,High Bitrate (256-400 kbps),8.81,Unknown,Unknown,Unknown
697. Kim Carnes - Bette Davis Eyes.mp3,325,High Bitrate (256-400 kbps),8.77,Unknown,Unknown,Unknown
1210. Status Quo - In The Army Now.mp3,325,High Bitrate (256-400 kbps),10.90,Unknown,Unknown,Unknown
832. Miami Sound Machine - Dr. Beat.mp3,325,High Bitrate (256-400 kbps),10.14,Unknown,Unknown,Unknown
935. Oh Romeo - One More Shot.mp3,325,High Bitrate (256-400 kbps),12.21,Unknown,Unknown,Unknown
1260. The Cars - Drive.mp3,325,High Bitrate (256-400 kbps),9.23,Unknown,Unknown,Unknown
155. Blue System - Love Me On The Rocks.mp3,325,High Bitrate (256-400 kbps),8.16,Unknown,Unknown,Unknown
778. Lorraine McKane - Let The Night Take The Blame.mp3,325,High Bitrate (256-400 kbps),10.98,Unknown,Unknown,Unknown
581. I Dolci Signori - Che Sera.mp3,325,High Bitrate (256-400 kbps),8.70,Unknown,Unknown,Unknown
711. Koreana - Hand In Hand.mp3,325,High Bitrate (256-400 kbps),9.81,Unknown,Unknown,Unknown
James Hype & Miggy Dela Rosa Vs Edward Amaya Vs Dj Avi - Ferrari (J Rythm 'Stereo Love' Bootleg) (Clean) 128 128.mp3,325,High Bitrate (256-400 kbps),8.24,Unknown,Unknown,Unknown
"02 Never Leave You (Uh-Oooh, Uh-Oooh) (Instrumental).mp3",325,High Bitrate (256-400 kbps),7.25,Unknown,Unknown,Unknown
03 Numb _ Encore (Instrumental).mp3,325,High Bitrate (256-400 kbps),8.02,Unknown,Unknown,Unknown
03. Ludacris - Area Codes (Feat. Nate Dogg) (Instrumental).mp3,325,High Bitrate (256-400 kbps),8.58,Unknown,Unknown,Unknown
Nelly - Dilemma (Instrumental).mp3,325,High Bitrate (256-400 kbps),11.24,Unknown,Unknown,Unknown
04. Claudio Baglioni - Mal Damore (Acoustic) (4.30).mp3,325,High Bitrate (256-400 kbps),10.47,Unknown,Unknown,Unknown
19. Renato Zero - Ce (5.05).mp3,325,High Bitrate (256-400 kbps),11.84,Unknown,Unknown,Unknown
"01. Anyma (ofc), Chris Avantgarde - Consciousness (Eric Prydz Extended Remix).mp3",325,High Bitrate (256-400 kbps),18.57,Unknown,Unknown,Unknown
06. RUFUS DU SOL - On My Knees (Adriatique Remix).mp3,325,High Bitrate (256-400 kbps),17.56,Unknown,Unknown,Unknown
"08. Chris Avantgarde, Anyma (ofc) - Consciousness (Extended).mp3",325,High Bitrate (256-400 kbps),13.51,Unknown,Unknown,Unknown
30. Jonathan Kaspar - Overfree (Original Mix).mp3,325,High Bitrate (256-400 kbps),23.05,Unknown,Unknown,Unknown
42. Monolink - Return to Oz (ARTBAT Remix).mp3,325,High Bitrate (256-400 kbps),18.62,Unknown,Unknown,Unknown
"49. Fideles, Agents Of Time - Drain (Original Mix).mp3",325,High Bitrate (256-400 kbps),14.30,Unknown,Unknown,Unknown
"50. Juan Hansen, Oostil - Drown (Massano Remix).mp3",325,High Bitrate (256-400 kbps),17.09,Unknown,Unknown,Unknown
55. Quivver - The Price of Time (Original Mix).mp3,325,High Bitrate (256-400 kbps),15.74,Unknown,Unknown,Unknown
56. Cassian - Landa (Original Mix).mp3,325,High Bitrate (256-400 kbps),13.96,Unknown,Unknown,Unknown
61. Yotto - Moving On (Extended Mix).mp3,325,High Bitrate (256-400 kbps),12.22,Unknown,Unknown,Unknown
65. Konstantin Sibold - Shake This World (Original Mix).mp3,325,High Bitrate (256-400 kbps),13.36,Unknown,Unknown,Unknown
"72. WhoMadeWho, Rampa - UUUU (&ME Remix).mp3",325,High Bitrate (256-400 kbps),16.16,Unknown,Unknown,Unknown
"76. Adriatique, Delhia De France, Marino Canal - Home feat. Delhia De France (Mind Against Remix).mp3",325,High Bitrate (256-400 kbps),16.96,Unknown,Unknown,Unknown
05 Play & Win ~ Ya Bb.mp3,325,High Bitrate (256-400 kbps),5.86,Unknown,Unknown,Unknown
01.Say What You Say.mp3,325,High Bitrate (256-400 kbps),12.28,Unknown,Unknown,Unknown
06.Setlist (Extended Mix).mp3,325,High Bitrate (256-400 kbps),11.10,Unknown,Unknown,Unknown
07.UFO Attack.mp3,325,High Bitrate (256-400 kbps),14.30,Unknown,Unknown,Unknown
"10.Facunh, Danny Nectar - Check In (Original Mix).mp3",325,High Bitrate (256-400 kbps),13.45,Unknown,Unknown,Unknown
13.JUST GOT PAYED.mp3,325,High Bitrate (256-400 kbps),11.32,Unknown,Unknown,Unknown
19.Light The Sun (Tech Mix).mp3,325,High Bitrate (256-400 kbps),12.45,Unknown,Unknown,Unknown
Dirty Nano vs. The Motans - Inainte Sa Ne Fi Nascut REMIX (Poate Poate).mp3,325,High Bitrate (256-400 kbps),13.27,Unknown,Unknown,Unknown
[01] Intro.mp3,325,High Bitrate (256-400 kbps),2.99,Unknown,Unknown,Unknown
[16] Turntablelicious.mp3,325,High Bitrate (256-400 kbps),2.68,Unknown,Unknown,Unknown
05.Missing You.mp3,325,High Bitrate (256-400 kbps),11.71,Unknown,Unknown,Unknown
08.twentyfourseven.mp3,325,High Bitrate (256-400 kbps),8.16,Unknown,Unknown,Unknown
19.Dig Deeper.mp3,325,High Bitrate (256-400 kbps),11.40,Unknown,Unknown,Unknown
02. Kidnap feat. Leo Stannard - Moments (Ben Böhmer & Nils Hoffmann Remix).mp3,325,High Bitrate (256-400 kbps),9.70,Unknown,Unknown,Unknown
08. Sian Evans - Hide U (Tinlicker Remix).mp3,325,High Bitrate (256-400 kbps),8.58,Unknown,Unknown,Unknown
11. R Plus feat. Amelia Fox - Hold On To Your Heart (Eli & Fur's Vocal Mix).mp3,325,High Bitrate (256-400 kbps),10.78,Unknown,Unknown,Unknown
17. French Braids & George Maple - Heartbeat.mp3,325,High Bitrate (256-400 kbps),8.35,Unknown,Unknown,Unknown
18. Eelke Kleijn - Midnight Affair (Samaha Slow Edit).mp3,325,High Bitrate (256-400 kbps),8.70,Unknown,Unknown,Unknown
23. Clement Leroux - Baby (Tell Me) (Sunset Version).mp3,325,High Bitrate (256-400 kbps),9.16,Unknown,Unknown,Unknown
26. Tom Staar & Ferry Corsten feat. Darla Jade - Glow.mp3,325,High Bitrate (256-400 kbps),9.23,Unknown,Unknown,Unknown
38. Chicane feat. Joseph Aquilina - 1000 More Suns.mp3,325,High Bitrate (256-400 kbps),10.25,Unknown,Unknown,Unknown
55. Ferry Corsten & Ruben de Ronde - Bloodstream.mp3,325,High Bitrate (256-400 kbps),8.78,Unknown,Unknown,Unknown
56. Fergie - Alpha Centauri.mp3,325,High Bitrate (256-400 kbps),9.31,Unknown,Unknown,Unknown
01-dj_crates-scratch_library_n-z-side_a.mp3,325,High Bitrate (256-400 kbps),25.31,Unknown,Unknown,Unknown
02-dj_crates-scratch_library_n-z-side_b.mp3,325,High Bitrate (256-400 kbps),27.05,Unknown,Unknown,Unknown
009. New Order - Blue Monday ’88 (2015 Remaster).mp3,324,High Bitrate (256-400 kbps),9.75,Unknown,Unknown,Unknown
569. Hemyl - Keep On Rockin.mp3,324,High Bitrate (256-400 kbps),14.03,Unknown,Unknown,Unknown
446. Executive - Executive Dance.mp3,324,High Bitrate (256-400 kbps),13.22,Unknown,Unknown,Unknown
1201. Spandau Ballet - Only When You Leave.mp3,324,High Bitrate (256-400 kbps),11.08,Unknown,Unknown,Unknown
1135. Scotch - Money Runner (Extended).mp3,324,High Bitrate (256-400 kbps),14.68,Unknown,Unknown,Unknown
003. Madonna - Material Girl.mp3,324,High Bitrate (256-400 kbps),9.30,Unknown,Unknown,Unknown
1138. Scotch - Plus-Plus.mp3,324,High Bitrate (256-400 kbps),11.39,Unknown,Unknown,Unknown
772. Lobo - The Caribbean Disco Show.mp3,324,High Bitrate (256-400 kbps),11.42,Unknown,Unknown,Unknown
1161. Sheila Stewart - It's You (Dance Version).mp3,324,High Bitrate (256-400 kbps),14.41,Unknown,Unknown,Unknown
410. Duran Duran - Save A Prayer.mp3,324,High Bitrate (256-400 kbps),12.62,Unknown,Unknown,Unknown
1075. Roxanne - Charlene (Long Version).mp3,324,High Bitrate (256-400 kbps),14.15,Unknown,Unknown,Unknown
378. Divo - We Can't Go On (Remix Dance Version).mp3,324,High Bitrate (256-400 kbps),12.25,Unknown,Unknown,Unknown
332. David Lyme - Let's Go To Lloret.mp3,324,High Bitrate (256-400 kbps),10.96,Unknown,Unknown,Unknown
363. Di Matteo - Diavolo.mp3,324,High Bitrate (256-400 kbps),12.26,Unknown,Unknown,Unknown
680. Kazakstan - Moskau.mp3,324,High Bitrate (256-400 kbps),10.42,Unknown,Unknown,Unknown
114. Baltimora - Key Key Karimba.mp3,324,High Bitrate (256-400 kbps),13.89,Unknown,Unknown,Unknown
012. Peter Cetera - Glory Of Love.mp3,324,High Bitrate (256-400 kbps),9.99,Unknown,Unknown,Unknown
827. Melissa Manchester - Thief Of Hearts.mp3,324,High Bitrate (256-400 kbps),14.18,Unknown,Unknown,Unknown
765. Lisa - Sex Dance.mp3,324,High Bitrate (256-400 kbps),13.20,Unknown,Unknown,Unknown
